,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3AgY5gLURlcdYBVGv1RVm7,0.362,0.398,-13.582,1,0.0465,0.737,0.0,0.282,0.5,151.186,314133
4Z4eU8yoBtBGIQPQrhCFr2,0.551,0.144,-13.883,0,0.0392,0.515,0.0,0.187,0.648,128.122,194307
3mKdw0slI6wmnb1FBrvwn2,0.395,0.375,-10.966,0,0.0381,0.555,0.0,0.576,0.775,178.105,194093
4v79iygQ4tRn5GDwxDEN45,0.565,0.329,-12.222,0,0.0475,0.436,0.0,0.29,0.702,79.054,120333
3YCbx1QqGrnxMsPEZLC1CT,0.547,0.208,-13.458,1,0.0334,0.676,0.0,0.1,0.424,108.999,162840
0UPLR6uenfxF1sonHICT8X,0.57,0.268,-11.449,1,0.0519,0.418,0.0,0.241,0.51,119.903,177907
2ID3rNM3hFBjqrLcV0Wr0y,0.215,0.142,-15.395,0,0.0325,0.862,0.0,0.113,0.126,79.608,267240
5Z7bkW3dsu8jLdv3dEGxly,0.536,0.148,-14.903,1,0.031,0.772,0.0,0.101,0.509,109.295,165760
7fanCwOck16J9MPJ3SR39P,0.171,0.311,-8.815,1,0.0375,0.508,1.69e-05,0.295,0.165,75.324,172547
1wMkfavYDIX8z0S5fM2Gmg,0.672,0.585,-8.646,1,0.394,0.523,0.000173,0.51,0.394,139.984,291612
4Acntw4W2FfI7CDAIsCBjq,0.777,0.713,-7.481,1,0.288,0.0832,1.38e-06,0.545,0.385,129.964,155077
13v5IXnvO2BccWwOx5rb4s,0.808,0.676,-4.902,1,0.223,0.0618,2.68e-06,0.11,0.0763,144.018,144973
2N8jIpNMutjwnt50OroVVL,0.741,0.537,-6.797,1,0.143,0.0358,0.0,0.146,0.233,80.454,198307
643PW82aBMUa1FiWi5VQY7,0.897,0.743,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105
2hyF1YWdX8yxExvRelT9nB,0.853,0.803,-3.297,1,0.292,0.0085,2.41e-05,0.104,0.433,169.957,203720
18kOgPYJgcMCpurna8P23T,0.649,0.647,-7.386,1,0.0913,0.0496,0.0008,0.104,0.844,158.982,133679
3ZVV12Td7OBXRPEv3uASSz,0.715,0.357,-10.074,0,0.103,0.63,7.48e-06,0.282,0.389,78.778,184810
0A05GBydfE0BGfWDB8Hcl7,0.777,0.565,-6.6,1,0.331,0.473,0.0,0.213,0.708,167.058,192575
56ch95KR0JyJUTbzjKVvAh,0.732,0.557,-9.016,0,0.115,0.131,0.17,0.113,0.38,78.458,171510
5ZHdSdhLl9d79wasqTn3Ax,0.667,0.534,-6.842,0,0.0914,0.343,2.93e-06,0.114,0.598,179.474,130958
3ZYwSDF9knZI0RVlKR4PHC,0.901,0.529,-7.94,1,0.413,0.0679,0.0,0.536,0.343,144.941,183809
2rqUblDWJKlMVwh9uJc0Vv,0.838,0.765,-6.299,1,0.28,0.0283,1.5e-05,0.0779,0.635,137.767,302004
4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600
7xVLFuuYdAvcTfcP3IG3dS,0.841,0.733,-5.077,1,0.142,0.0246,0.0,0.174,0.284,130.009,283693
11BIoKDpTJHX5mZt6p566h,0.526,0.655,-4.208,0,0.326,0.0566,0.0,0.116,0.156,121.127,267212
7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040
6AomCkEOQUODCYzQwH4SWC,0.705,0.733,-4.942,1,0.102,0.069,0.154,0.823,0.681,135.993,157507
1p0fG2qsRTz5axiF0UEoMc,0.802,0.668,-8.594,1,0.0525,0.0933,1.15e-05,0.131,0.243,124.014,123871
3tTpvK7QgjjQCKGnHt5xn3,0.415,0.831,-6.837,0,0.36,0.193,0.0,0.0768,0.583,139.63,169560
5Gt9bxniM1SxN61yRzRhXL,0.529,0.845,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,255378
0fX4oNGBWO3dSGUZcVdVV2,0.79,0.67,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,195950
66mVPWmFvXPFf8pjK5ttOW,0.514,0.472,-11.106,0,0.368,0.753,0.00012,0.0746,0.557,77.215,203367
2g6tReTlM2Akp41g0HaeXN,0.775,0.736,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,239027
28qA8y1sz0FTuSapsCxNOG,0.514,0.779,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,222497
15pyFQHCTVp6T7vaWctSgO,0.481,0.406,-11.52,1,0.0775,0.864,0.000315,0.0869,0.741,91.589,103319
1QPreu0BNOrUfEb8HTd2qG,0.852,0.421,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,202285
67XC51nlZncNpHmZ8rOU9a,0.648,0.68,-7.276,1,0.345,0.292,0.0,0.0808,0.504,106.89,341307
1REVvAphiSTJyKQ1fDpHa4,0.567,0.824,-6.973,0,0.296,0.167,2.65e-06,0.149,0.737,138.202,329295
6BU1RZexmvJcBjgagVVt3M,0.776,0.431,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,283642
4zMxWSP2qZUy5CBCH5PdzZ,0.355,0.245,-13.475,0,0.0358,0.801,9.11e-05,0.112,0.162,173.329,264299
3lzUeaCbcCDB5IXYfqWRlF,0.907,0.577,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779
5G4uLkFKdEZLcuNyeomQmE,0.618,0.43,-9.38,0,0.216,0.807,0.0,0.189,0.826,117.125,152986
3drdWsJKiVCSQ2gKhd9BDT,0.605,0.692,-7.45,1,0.446,0.495,0.0,0.303,0.685,124.84,224466
1uY1X8YeBixs1FdQ3fQ7d4,0.52,0.375,-13.409,1,0.358,0.745,0.0122,0.429,0.589,127.544,281070
6CmpZfKUQ2KerzBFZ3QKFr,0.727,0.53,-8.616,1,0.312,0.283,2.76e-05,0.392,0.258,174.025,210841
346SJSEbB6pNZMpwovxDiu,0.492,0.369,-14.861,0,0.329,0.87,2.85e-05,0.11,0.491,140.012,406528
5xoYormSTltk6F9SlQV6mm,0.652,0.67,-8.766,1,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,256008
5MMW4CZsZiZt2iuqAXzzWC,0.7,0.812,-8.128,0,0.297,0.183,0.0,0.0756,0.801,97.405,332229
7Bpx2vsWfQFBACRz4h3IqH,0.711,0.611,-5.453,1,0.329,0.00575,0.0,0.231,0.144,134.14,252070
76QLGx0NleOYqkDtL7HKIA,0.72,0.663,-6.534,1,0.282,0.0127,0.0,0.141,0.487,79.944,234160
2Eo5lFZ5QKA6VW6R6HVhfh,0.606,0.913,-4.311,0,0.432,0.0566,2.78e-06,0.169,0.585,117.936,215067
3XvIkeomrbYnwIzLUFiYHG,0.602,0.764,-4.897,0,0.0435,0.0027,0.0053,0.0822,0.468,105.997,215518
68XR81vAdqzPZSk5k40Zd6,0.814,0.71,-6.501,1,0.0332,0.0333,0.274,0.0931,0.711,126.009,266667
0zulYs8vHhhN0hl8wvYgdv,0.621,0.853,-6.537,0,0.0615,0.00448,0.0012,0.236,0.65,120.017,218160
7hBkrgTX9iDsSOZqTPNo68,0.649,0.602,-7.241,0,0.106,0.058,0.000976,0.182,0.508,77.052,201347
0f8a6FAGGzRa4ZYqk1C1iK,0.753,0.877,-5.386,1,0.265,0.0793,0.0,0.0507,0.956,109.003,171180
1klDxguZO5yyksZzmdCDK7,0.812,0.704,-6.625,1,0.0586,0.0357,0.0,0.347,0.496,141.024,300426
5powNSLoJPGUE8LWJHTLGy,0.506,0.57,-8.091,0,0.0352,0.538,5.5e-05,0.109,0.102,118.131,280977
5CftrWPkW0duKXnfkyWl3h,0.678,0.448,-8.953,1,0.0293,0.648,2.11e-05,0.1,0.382,129.98,208625
2R6UVm4atvH9jV9BNOeTr4,0.436,0.867,-4.571,0,0.0782,0.00011,0.406,0.328,0.507,143.938,165869
0ibnYgfeSoOq98AxPY1Y3t,0.699,0.601,-6.33,1,0.123,0.00231,0.0086,0.113,0.595,142.059,148092
7kGXaFUi09CYndPllORUXb,0.479,0.854,-6.101,1,0.0405,4.61e-06,5.72e-05,0.372,0.535,136.067,230560
2bGXOLA36nc9V9hKOQkIdg,0.493,0.816,-7.521,1,0.214,0.00542,0.635,0.206,0.271,69.737,187373
2sw0WCGMT1UtIwF9UHtkAT,0.552,0.931,-5.166,1,0.053,0.00836,0.0,0.0551,0.666,158.036,182653
5ufmXqULgMsDIDSkSaXw1E,0.588,0.762,-4.661,1,0.0523,0.00234,0.000218,0.051,0.452,125.776,232227
5L95vS64rG1YMIFm1hLjyZ,0.421,0.79,-6.227,1,0.0538,0.00205,0.000309,0.148,0.279,162.024,188867
0f7IIkurR8CUhdp8LKbmjK,0.796,0.979,-2.304,1,0.259,0.143,0.000357,0.912,0.82,149.743,182240
4ZGsMBaDb4RG2VKrsRDZu0,0.435,0.545,-8.994,0,0.218,0.165,9.96e-05,0.0979,0.307,115.096,211619
3UQM3V4mjS1DuAqucivt1Q,0.577,0.349,-7.957,1,0.0251,0.764,0.000157,0.103,0.209,130.136,232440
6AQbmUe0Qwf5PZnt4HmTXv,0.696,0.809,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013
0WtM2NBVQNNJLh6scP13H8,0.801,0.806,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318
44CZRkOxv7UItaAUmh8PgN,0.775,0.655,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,323253
4nrPB8O7Y7wsOCJdgXkthe,0.778,0.632,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,218289
7FAFkQQZFeNwOFzTrSDFIh,0.794,0.766,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.006,195873
4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238
7tr2za8SQg2CI8EDgrdtNl,0.736,0.795,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813
65FftemJ1DbbZ45DUfHJXE,0.804,0.771,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,212253
39JofJHEtg8I4fSyo7Imft,0.736,0.906,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,226627
6UN73IYd0hZxLi8wFPMQij,0.954,0.516,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560
4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567
5ww2BF9slyYgNOk37BlC4u,0.835,0.679,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638
1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
4FyesJzVpA39hbYvcseO2d,0.486,0.545,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891
68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799
5wG3HvLhF6Y5KTGlK0IW3J,0.571,0.549,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,194787
1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,225389
73vIOb4Q7YN6HeJTbscRx5,0.587,0.742,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,206000
3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805
1xsYj84j7hUDDnTTerGWlH,0.392,0.476,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,267597
2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400
0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376
7e89621JPkKaeDSTQ3avtg,0.596,0.605,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800
3gdewACMIVMEWVbyb8O9sY,0.601,0.532,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613
4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547
3EYOJ48Et32uATr9ZmLnAo,0.618,0.748,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947
1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133
07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613
5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830
4yugZvBYaoREkJKtbG08Qr,0.575,0.67,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578
7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667
5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107
7iN1s7xHE4ifF5povM6A48,0.443,0.403,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,243027
6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267
78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250
7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867
0pQskrTITgmCMyr85tb9qq,0.486,0.449,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293
1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413
4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773
3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307
4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373
1qRA5BS78u3gME0loMl9AA,0.653,0.519,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693
62AuGbAkt8Ox2IrFFb8GKV,0.529,0.127,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573
0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893
20OFwXhEXf12DzwXmaV7fj,0.508,0.774,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600
6H3kDe7CGoWYBabAeVWGiD,0.634,0.63,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773
2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800
5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227
1Jmqubf9kGkWeYQXQKImL5,0.699,0.467,-8.578,0,0.0375,0.685,0.0,0.315,0.764,119.287,130173
48i055G1OT5KxGGftwFxWy,0.619,0.603,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,178933
5y788ya4NvwhBznoDIcXwK,0.525,0.216,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,185413
0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373
7BY005dacJkbO6EPiOh2wb,0.295,0.584,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280
1Ud6moTC0KyXMq1Oxfien0,0.702,0.668,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,378147
6pxWv6GV35VGmcPf5dh6CH,0.699,0.641,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213
0aym2LBJBk9DAYuHHutrIl,0.386,0.607,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653
6ToM0uwxtPKo9CMpbPGYvM,0.421,0.751,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867
29SyMC0plk6qw8NMF7lfRL,0.573,0.939,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253
7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667
44AyOl4qVkzS48vBsbNXaC,0.396,0.293,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,182360
3aPlQWU07jGgyHaBHVS5TS,0.838,0.171,-12.614,0,0.0729,0.23,0.0,0.11,0.397,135.925,199600
6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733
2uXkW8uJcOIhlbUatEPLPs,0.506,0.948,-5.626,1,0.105,0.727,0.0,0.0904,0.934,130.195,160400
7ngRS53kqxLcEt9Pythc5d,0.473,0.434,-10.02,1,0.0257,0.701,0.0,0.628,0.711,94.814,150000
3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307
3SdTKo2uVsxFblQjpScoHy,0.65,0.306,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056
4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373
7odHgoLFi3GQ90E9PeraI3,0.401,0.498,-10.682,1,0.0757,0.394,0.0,0.13,0.816,181.701,149160
3zBhihYUHBmGd2bcQIobrF,0.769,0.367,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,163756
62AuGbAkt8Ox2IrFFb8GKV,0.529,0.127,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573
3NfxSdJnVdon1axzloJgba,0.592,0.355,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,216773
29U7stRjqHU6rMiS8BfaI9,0.271,0.165,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227
2QfiRTz5Yc8DdShCxG1tB2,0.534,0.803,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,161560
5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227
4Hhv2vrOTy89HFRcjU3QOx,0.274,0.348,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,179693
0iOZM63lendWRTTeKhZBSC,0.606,0.457,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027
7s25THrKz86DM225dOYwnr,0.805,0.558,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600
1JO1xLtVc8mWhIoE3YaCL0,0.584,0.367,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293
2374M0fQpWi3dLnB54qaLX,0.671,0.373,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893
37oLDb3119IdKSIFQmSGRj,0.735,0.276,-18.071,1,0.044,0.549,0.000201,0.1,0.966,142.979,206973
01UYpHuzHi4eB9PAbDoPY2,0.49,0.581,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480
60mGckXEG1EzR4VmjYLfEW,0.626,0.425,-15.656,1,0.0356,0.231,0.0,0.114,0.952,150.875,264333
2BY7ALEWdloFHgQZG6VMLA,0.716,0.625,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,186827
6Dk5fHTvH897XrVzCO64Mx,0.642,0.396,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,286493
5IMtdHjJ1OtkxbGe4zfUxQ,0.836,0.509,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,276493
254bXAqt3zP6P50BdQvEsq,0.73,0.487,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653
4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547
7HW5WIw7ZgZORCzUxv5gW5,0.729,0.844,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440
4yugZvBYaoREkJKtbG08Qr,0.575,0.67,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578
0bRXwKfigvpKZUurwqAlEh,0.692,0.651,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560
2Xb6wJYGi0QXwURw5WWvI5,0.783,0.322,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773
1x1XQqhBViz4opcpwc7FVs,0.494,0.54,-17.34,1,0.0348,0.154,0.0,0.0878,0.723,134.976,277468
2OgVsp77En2nju8pnCieVU,0.33,0.469,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,292067
2yBVeksU2EtrPJbTu4ZslK,0.758,0.378,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,223867
37BTh5g05cxBIRYMbw8g2T,0.365,0.513,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200
5LYJ631w9ps5h9tdvac7yP,0.74,0.923,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,305867
4kOfxxnW1ukZdsNbCKY9br,0.851,0.406,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,226880
2r008pcfVYc0zgQvSRqUJE,0.62,0.556,-12.044,1,0.0336,0.184,0.0,0.301,0.592,119.172,159107
4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489
1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920
7snQQk1zcKl8gZ92AnueZW,0.446,0.952,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067
37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293
2374M0fQpWi3dLnB54qaLX,0.671,0.373,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893
08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493
0GONea6G2XdnHWjNZd6zt3,0.508,0.834,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053
39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987
7FwBtcecmlpc1sLySPXeGE,0.527,0.942,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307
0G21yYKMZoHa30cYVi1iA8,0.453,0.987,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,273480
6imjJij6aCM0IbbODUzJQn,0.465,0.977,-3.839,0,0.175,0.00111,0.00298,0.201,0.233,89.535,284027
0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707
7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600
7HKez549fwJQDzx3zLjHKC,0.631,0.932,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067
2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173
6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,405600
7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183
3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333
5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000
2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173
1yvArCvZLTHiawRdWKSAWj,0.467,0.667,-4.386,1,0.0315,0.007,0.0,0.155,0.399,91.057,187794
1ePGHhSQ9jkLrB21899YOa,0.308,0.824,-2.975,1,0.0636,0.000188,0.0,0.0654,0.455,167.203,187461
5qMq8ITRVuTwqd2pDL0gff,0.442,0.83,-12.976,1,0.0376,0.00079,2.46e-05,0.0887,0.538,154.029,162078
2WEMin1qNkcJUtYiviSIka,0.662,0.743,-2.816,1,0.0391,0.00788,1.97e-05,0.174,0.802,158.036,181853
2GXXovrQJ0VCIbTVPiXILx,0.395,0.898,-3.787,0,0.053,0.000246,0.0,0.0783,0.267,160.029,213875
0ByTfwoYWdom6GlQ9BIdv2,0.48,0.881,-2.828,0,0.151,0.000852,0.0,0.1,0.357,106.136,180261
1vbu9CQdQQgYHPeqTn8WK0,0.557,0.95,-4.307,1,0.0729,0.0129,1.72e-05,0.0585,0.425,90.011,210200
0wQKKPy050lguUxlKvHIi5,0.515,0.764,-5.238,1,0.0444,0.000152,0.878,0.064,0.342,93.579,196800
1nx0EzitUaNF08xrQunABp,0.314,0.83,-3.83,1,0.0435,0.000731,0.0,0.374,0.194,73.191,217327
3ttIVj1N3d6hV8t0UL2Mjo,0.642,0.812,-4.742,0,0.0311,0.000677,0.0048,0.773,0.654,112.024,194896
4wD6EgZCok8Qb5Fs8jszYc,0.633,0.788,-4.075,0,0.127,0.0111,1.6e-06,0.0582,0.412,134.13,161617
6h1s7cKnUtsbRpE5bwnUTf,0.539,0.587,-4.603,0,0.0371,0.000527,0.0,0.171,0.429,124.849,204848
6Mc1snn8uClt3FzkUREymB,0.703,0.533,-6.992,1,0.0534,0.0459,1.07e-06,0.599,0.367,76.063,166759
2yH6eL6f1Ada5MnmNpiPbr,0.507,0.975,-2.922,0,0.0495,0.000286,0.0,0.0784,0.426,141.984,199241
3TV6XEPjXQhbSneiEXRNEr,0.565,0.878,-4.521,0,0.0892,1.73e-05,0.104,0.107,0.455,125.014,215363
2MOk3NNDzsEnNllOlzAhSK,0.468,0.872,-5.637,0,0.0816,0.00117,0.000116,0.131,0.211,150.97,166250
6oudjrcW0NjYCX71cMJy2c,0.49,0.945,-4.591,1,0.0548,0.0103,0.000249,0.408,0.584,98.027,114184
0hInN3yci5wTnqCl1DXShW,0.635,0.89,-4.922,1,0.0702,0.0828,7.61e-06,0.184,0.579,92.015,157363
10jugZSxm3weVkTSSO8LFR,0.468,0.959,-3.302,1,0.0666,0.00371,0.000249,0.139,0.527,159.948,142508
3OWxpc6Zguzep0XKWGxDyc,0.513,0.916,-3.191,0,0.0987,0.00219,0.00113,0.338,0.474,96.095,158081
3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960
