,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2F8bvOLt0gB43do7itzHcH,0.865,0.622,-7.145,0,0.0519,0.0162,0.617,0.0623,0.889,119.977,229573
24Wg5AQK6AaNyZBTpL1unQ,0.575,0.494,-12.006,0,0.0346,0.389,0.562,0.0741,0.395,84.909,296320
1efYoDcIHPzhYAvwO5gzqE,0.807,0.829,-5.519,0,0.0497,0.162,0.862,0.0174,0.851,104.974,264148
6XtAWAob4B0USWBsX3teoT,0.557,0.67,-7.749,0,0.0296,0.413,0.592,0.115,0.477,89.842,217844
0li2WQSds4CUrTouznvIEv,0.77,0.718,-8.555,1,0.0469,0.0497,0.831,0.0542,0.637,92.991,206452
2Wn7ZtdXyJ9uGBg2j6VvZR,0.62,0.788,-6.358,0,0.0565,0.161,0.507,0.061,0.75,167.996,245227
5xwCm9tEVl3FAXqnWZfmp3,0.648,0.795,-9.88,1,0.0357,0.445,0.874,0.079,0.764,90.021,224627
0oWyGFYrxLSsgZkgeIZvsu,0.575,0.524,-9.469,1,0.16,0.684,0.255,0.101,0.495,90.65,248573
7igzgZaMWs7r1YVCC3orR0,0.618,0.778,-6.372,1,0.0423,0.0708,0.000481,0.21,0.729,92.843,255133
47f9Qo9CJqZFfuGbEqlqRZ,0.425,0.554,-6.455,1,0.029,0.105,0.278,0.117,0.271,126.23,279516
5kmQaaHOzgnzJmDpHJVtQY,0.723,0.615,-8.987,0,0.0293,0.226,0.2,0.327,0.55,97.98,333880
3Zwphwi81qVI7ucNusDSRq,0.715,0.548,-7.001,1,0.0248,0.307,0.0456,0.092,0.539,106.015,281920
2Zw99p6yQDuFkk6Bikbr0P,0.576,0.663,-7.016,0,0.0356,0.0848,0.403,0.0587,0.554,90.943,257368
3vZVCOn1WEuuxm0jFWOllv,0.673,0.573,-7.83,1,0.188,0.302,0.664,0.126,0.499,176.139,307507
15m7BNAMsBE5rxwpwfN0bB,0.785,0.692,-5.619,1,0.0321,0.21,0.734,0.0672,0.71,98.974,214987
5aCHWYlwuHAnZkV0Po17Yn,0.66,0.564,-6.515,1,0.0274,0.47,0.894,0.174,0.328,93.983,303693
6QEGpwc5mH2tB1TOMYtr7L,0.659,0.395,-13.325,0,0.0311,0.871,0.825,0.207,0.342,129.904,304360
0c0BVgVakGq5rylCucXVau,0.709,0.692,-6.918,0,0.0376,0.101,0.0107,0.119,0.533,90.991,308827
5RBz7DhODMg5hVM5vJ9NrM,0.69,0.732,-5.741,0,0.0336,0.16,0.341,0.143,0.692,95.341,298773
1wvb7JFKm9QeLJ7VNRmncw,0.717,0.52,-11.659,0,0.0401,0.101,0.676,0.0558,0.625,149.859,303680
4mmUSRPppHYZFzNSDuz59U,0.475,0.639,-4.767,1,0.0407,0.419,0.0,0.0519,0.643,185.968,180720
1byVRm4sDYsfObNNcnhswR,0.457,0.594,-10.753,0,0.0397,0.644,0.00344,0.146,0.592,127.86,158200
1W5hzuisTBbr6RMSNJBTz7,0.599,0.908,-1.455,1,0.0323,0.181,0.00547,0.675,0.704,134.029,243533
0V9bhCXPYvI1UYZqBuEtoy,0.469,0.828,-3.305,0,0.0979,0.0704,0.0,0.115,0.566,186.001,246307
6KqAiHZ6YEi6NekDUpl9Bh,0.432,0.538,-7.065,0,0.0533,0.704,0.00523,0.329,0.257,124.427,262328
23mic51yKD9gVlAqvlcCMA,0.447,0.42,-11.178,1,0.0547,0.19,0.0398,0.225,0.657,202.57,201467
0gEvWvPJF0grVRmz4ltLaK,0.766,0.622,-5.242,1,0.0432,0.104,0.000258,0.0655,0.362,108.912,288067
0D1S1rK4M8D3kJDFN50u0G,0.292,0.372,-13.595,1,0.0404,0.355,0.000448,0.286,0.384,75.98,271200
6sGFSp3BJMI03ivhZ1z5dC,0.591,0.762,-5.018,1,0.0367,0.00712,0.000205,0.202,0.785,74.969,431027
2GhXfhOIkPrtwPZv9luHb6,0.733,0.564,-6.599,1,0.0491,0.0519,0.000235,0.089,0.753,107.636,327187
0wZPMFvHYfK2oFCj6T1JcD,0.636,0.455,-8.372,0,0.0371,0.523,0.027,0.119,0.19,127.955,262533
2knqdlYKjS0J27lYyyRllU,0.769,0.584,-7.333,0,0.0308,0.218,0.393,0.0982,0.91,124.956,347360
2uN2QIBpyfP88G8Y1gtkgY,0.638,0.442,-11.78,1,0.0569,0.571,1.57e-05,0.178,0.666,104.902,176333
5b9Uld39K1HFG5ijkg1BJh,0.695,0.78,-3.019,0,0.0335,0.18,0.0,0.0873,0.71,89.998,318480
4A9FShhkUGSpTcXZUVkHdv,0.663,0.433,-7.11,1,0.0265,0.0247,0.041,0.122,0.814,107.416,281173
5Usb6LCElvXJ0dWFEs4hvf,0.612,0.553,-11.23,1,0.038,0.193,9.18e-05,0.282,0.935,132.735,226773
6RewKTPLmEw46R29LjemGn,0.371,0.908,-6.247,1,0.0625,0.0161,0.106,0.349,0.47,99.711,247413
4Lvby06863caCqrmISPYp3,0.698,0.886,-3.301,0,0.0321,0.0723,6.29e-05,0.115,0.883,105.014,213827
2hPyG7NMpHAmOrmlSziAx2,0.514,0.396,-10.466,1,0.0427,0.452,0.0,0.436,0.768,104.984,177307
1T2B06AtdwFAtGaPdavLp0,0.742,0.702,-6.646,0,0.0416,0.217,4.66e-05,0.126,0.615,90.946,189400
5ZIv4cnwGDSood9MUrRspi,0.531,0.933,-6.765,0,0.0771,0.00371,0.823,0.106,0.677,151.05,197368
4aVjtxZglv9VpHiOvb2F6m,0.572,0.828,-4.783,1,0.0304,0.0451,0.832,0.185,0.819,134.978,280236
4GTj8Qz1nVtB4miu8Bu8ll,0.644,0.683,-7.502,0,0.0248,0.0561,0.592,0.147,0.549,107.104,294240
2vnnaVWSugFKiiUQCR0ZlK,0.561,0.794,-8.959,1,0.0312,0.000359,0.786,0.136,0.624,94.982,208146
0Qj7PB41b6XgkApKPwDy1r,0.655,0.763,-5.202,0,0.0526,0.0374,0.678,0.0703,0.445,128.028,350086
1rEuL0pumpLC69dTOWbYFd,0.486,0.744,-4.624,0,0.0332,0.47,0.951,0.186,0.347,140.061,247088
2eYwlXQ2kN1uq3qbcCVh9l,0.469,0.698,-6.043,1,0.0412,0.0172,0.913,0.118,0.22,94.892,251490
0tzv5R7yFjUHlLK1VcC4pA,0.505,0.783,-5.396,1,0.0411,0.00367,0.47,0.344,0.446,106.501,397411
0qLSej5O1b7IviLseDChHk,0.237,0.855,-8.126,1,0.0743,0.000111,0.414,0.19,0.299,145.178,213414
2CGdWIMOBsgUmgiwS5rMvN,0.494,0.697,-7.744,0,0.0347,0.00123,0.799,0.081,0.27,142.964,124406
7epiIQqEvELiXG9YOG5Nj6,0.561,0.633,-7.037,1,0.0305,0.329,0.887,0.119,0.39,89.946,325500
7E6VxeL3kzU330AA11FhqE,0.502,0.737,-6.729,0,0.0272,0.0784,0.388,0.238,0.626,80.99,259947
2Lv1k8ZSaC8XbjRvLPXqgM,0.486,0.909,-4.026,1,0.0549,0.00145,0.837,0.0776,0.623,160.04,265950
1W5zSvAeIXlw6odInPE4m5,0.553,0.824,-5.261,0,0.055,0.00185,0.82,0.305,0.608,150.122,242694
3WfjYZbJiVpdjPdeduMLFX,0.547,0.549,-6.431,0,0.0279,0.0298,0.716,0.153,0.145,114.797,306667
32qCAK8cMoorOUnjUbFWAh,0.35,0.851,-6.43,0,0.0606,0.000554,0.89,0.736,0.706,101.849,106479
3mQ06QA9KD996YAAjb8TBe,0.322,0.675,-4.604,1,0.0356,0.0042,0.685,0.265,0.247,170.335,309973
2oPdW4tRE5sc7xJYdhz6XM,0.525,0.915,-4.065,1,0.0727,0.000381,0.86,0.0986,0.542,141.016,274427
3nBGFgfRQ8ujSmu5cGlZIU,0.601,0.789,-6.822,0,0.0328,0.0395,0.812,0.114,0.315,137.06,205926
3L3JqFvXR2Y2W9LhG1ZjE9,0.721,0.846,-6.828,1,0.0444,0.00384,0.868,0.0716,0.476,113.024,276293
1KGBpfScfuZVlgj5U4Tq31,0.667,0.0446,-19.786,0,0.0588,0.972,0.5,0.118,0.554,132.46,284560
0aWMVrwxPNYkKmFthzmpRi,0.421,0.0162,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337733
63kalFnjm1Wy8OvKXO7hWG,0.384,0.0544,-19.791,1,0.0485,0.967,0.964,0.115,0.31,181.262,206040
0KkmIGbNiEGloUla4TK4hP,0.193,0.26,-10.996,1,0.0297,0.829,0.0,0.178,0.269,173.971,216163
4nbqUfqKObLWhuUT7PWV1N,0.543,0.127,-18.272,1,0.0487,0.982,0.617,0.0813,0.354,134.034,385219
51BfVxH0QfxTpFgZMMbhwK,0.477,0.258,-13.693,0,0.0328,0.956,0.031,0.193,0.225,110.064,258160
5xkTHtZiRaazoh87lpeNwY,0.356,0.0314,-21.016,1,0.0552,0.982,0.884,0.0797,0.0684,74.695,402271
5AuLuhe6LXvVod82HxJtXO,0.32,0.156,-12.258,1,0.033,0.96,0.904,0.0775,0.0664,159.618,325400
2GnYSGPljKiNKZ8OqYVyck,0.569,0.235,-12.484,1,0.0379,0.982,0.913,0.174,0.471,107.932,220200
0MUVhuKwrPtnZW1worw31n,0.331,0.0551,-15.827,0,0.0353,0.959,0.935,0.115,0.204,67.914,177120
3xK8Ec4RoHgFB9zDJkat8c,0.691,0.187,-13.79,1,0.0507,0.986,0.935,0.162,0.692,95.035,163907
3Us7ZYk1MxPMvQu5mnI0Zw,0.479,0.435,-12.112,1,0.0404,0.853,0.779,0.11,0.602,139.786,458773
6ecHrGMH1xnmRdKakgIIpT,0.689,0.146,-13.532,0,0.113,0.994,0.926,0.0654,0.758,135.163,170600
6m8ROlnJfX5nYsMydTKbzo,0.405,0.131,-18.91,1,0.0545,0.994,0.941,0.104,0.687,218.109,167840
2jCEQ4ViFk3rkb3zOzi3rS,0.626,0.252,-11.571,0,0.036,0.858,0.412,0.149,0.52,102.415,317187
0gPxAMKPYhnFSAKkBcy3UN,0.411,0.0416,-23.23,1,0.0414,0.96,0.925,0.064,0.0782,97.96,246067
1V87tTQ0lLptQroX7uD3ZA,0.447,0.17,-16.776,0,0.0387,0.937,0.685,0.168,0.13,102.154,166827
3RbkATWswzKeNDJUZZL2jL,0.555,0.156,-15.723,1,0.0508,0.971,0.000306,0.115,0.225,123.145,202200
3HBZd5XI252SYwC808uT2L,0.612,0.0582,-26.273,1,0.0399,0.992,0.945,0.178,0.232,74.265,157507
76kEWcXw7hZfLt4Mt2lqwR,0.614,0.182,-10.404,1,0.0531,0.929,0.00491,0.0898,0.638,78.089,184333
1NJFtyJJVpwOmPVeE886Hb,0.639,0.668,-7.328,1,0.0279,0.0933,0.0,0.105,0.477,116.993,201693
0uZhRTUTRk3iaAlJPLswm1,0.493,0.67,-5.131,1,0.0298,0.319,0.0,0.102,0.451,151.989,217407
5A2mJ5TGOBWTtYNGf4sLO0,0.471,0.771,-3.905,0,0.0372,0.0867,3.87e-06,0.168,0.272,155.912,215653
3Qe097eJNp9MfpT2PieEw0,0.537,0.693,-5.256,1,0.0847,0.0566,0.0,0.146,0.581,176.004,181210
2nXl4MHdRdx9fC28suLDu1,0.42,0.564,-6.744,1,0.0298,0.39,0.000234,0.1,0.296,79.629,281053
771N9FPnRmRanyorTkuoB2,0.611,0.874,-3.651,1,0.0332,0.0479,0.0,0.111,0.736,116.983,201227
636YPhU7okWJdNE0zD5Xkk,0.571,0.746,-5.037,1,0.033,0.0223,0.0,0.462,0.718,98.019,218053
2sPGmfLZyC862mP7KoSarr,0.663,0.468,-8.766,1,0.027,0.241,0.0,0.279,0.416,142.679,218800
446FXY2DQbxA4ss9xZGlGA,0.439,0.763,-3.155,1,0.0297,0.0105,0.0,0.114,0.457,159.714,203213
3ltxr5lruFL5XWi4glt1H0,0.409,0.892,-2.923,1,0.144,0.0525,0.0,0.0964,0.638,180.099,219907
3kWATetQ7HnvpsGUbukFzC,0.564,0.76,-5.667,1,0.0277,0.0676,0.0,0.144,0.528,134.015,231693
6yXB5LPlV9a9aoKtIavEpD,0.661,0.804,-5.926,1,0.0298,0.37,0.000702,0.0691,0.617,105.957,201445
4OBQXtpswAjq6K25bRz1KV,0.529,0.663,-7.138,1,0.0306,0.456,0.0,0.142,0.592,148.102,298400
6YGqR5D82R4xc4pqgj0KZo,0.539,0.89,-4.422,1,0.0603,0.192,2.36e-06,0.102,0.243,120.048,207120
6ZtEcgXSSSjiaAseQSuYTG,0.599,0.738,-4.897,1,0.0301,0.308,0.0,0.0948,0.456,128.0,230413
4cT7t4alAMcSqGLdfpihBR,0.611,0.675,-5.967,1,0.0378,0.0235,0.0,0.0683,0.888,160.013,199613
5TvvW8KOV3bK82KuzsPYan,0.559,0.423,-9.5,1,0.0613,0.407,3.07e-06,0.127,0.486,176.441,211480
0Abn4rb88RUd92aiKKbfAE,0.594,0.544,-6.209,1,0.0285,0.293,0.00152,0.101,0.229,156.092,213880
1XlDSh9zH8oNmvkvOiMuPd,0.593,0.827,-3.227,1,0.0398,0.0921,0.0,0.0561,0.784,81.062,197107
3mS3aJNMBTl15lMWDSKuOK,0.661,0.376,-10.074,1,0.0264,0.644,0.0,0.0967,0.55,139.83,187453
4rlqeDfqR1E2112HCeOeVi,0.594,0.825,-4.722,1,0.034,0.306,2.59e-06,0.0666,0.878,89.017,173733
0r5upP2oXQInJQG65d4pVz,0.727,0.635,-6.577,1,0.0604,0.168,0.0,0.113,0.629,106.93,203022
4494FBU5XHDKLIHWTUVHbO,0.818,0.583,-5.87,1,0.0754,0.352,0.0,0.182,0.817,90.035,272093
3om6x3ppzVr8t2SfaIZ6xP,0.615,0.371,-9.502,1,0.0293,0.669,4.17e-05,0.113,0.453,88.871,184293
5R6JIkJgOoKaF4lwwwq44s,0.748,0.52,-7.014,1,0.0412,0.283,0.0,0.0905,0.696,131.981,247320
1JbbrE9YNQM9zlHps3eKGf,0.703,0.695,-7.143,1,0.026,0.31,2.59e-05,0.228,0.701,126.313,197493
0NWlszpa1lhIEE42Ls8ddH,0.536,0.704,-7.811,1,0.0465,0.617,0.0123,0.114,0.512,142.821,184551
2iwcZzrGQFsrQE6SimQfGS,0.523,0.729,-4.983,1,0.0269,0.12,5.88e-06,0.0902,0.43,89.993,228027
70GTVr12vcjw7LQycKbUPh,0.759,0.408,-8.28,1,0.0408,0.903,3.54e-05,0.103,0.454,77.967,176053
3ahyKU61uofkZOZIGBvIc7,0.643,0.604,-7.774,0,0.0352,0.823,1.06e-05,0.128,0.616,130.148,204227
4S082AesJHFnwdIF7n3a1I,0.621,0.559,-7.768,1,0.0352,0.258,0.0,0.162,0.439,88.406,176027
3XUKAzSuLQjgAlAXY2pQoC,0.73,0.437,-7.895,1,0.0386,0.45,0.0,0.105,0.795,122.989,216107
1r0WADWQeT9Oz1ZTszrWT0,0.567,0.603,-7.163,1,0.027,0.258,3.32e-06,0.118,0.399,82.944,245667
04xifNn1IuWnMnDtKXpKno,0.67,0.661,-5.826,1,0.045,0.0417,0.0,0.33,0.96,154.044,230360
2iNv8Iomdg4CyBfWk6kUXJ,0.547,0.648,-7.004,1,0.0281,0.293,2.01e-05,0.0818,0.622,87.961,262413
7c24T83BppA73rwHFVM2Wb,0.515,0.425,-9.099,1,0.0367,0.6,1.82e-06,0.12,0.544,171.875,198400
6venqrqaUzmWD2kGa8YirO,0.614,0.745,-6.459,1,0.0399,0.376,0.00101,0.0977,0.407,115.175,177427
7LKh2fGZG22N7zd3Wd1zEW,0.764,0.764,-6.923,0,0.041,0.152,8.09e-06,0.146,0.332,121.909,193419
2hnWg1tqSP46SIi5SHVy1E,0.637,0.766,-5.359,1,0.0238,0.122,0.0,0.0868,0.666,102.009,218082
1VdpZNbiJSanywxJIo21A9,0.355,0.327,-7.272,1,0.0293,0.747,2.39e-05,0.102,0.185,110.244,177507
7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600
6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,405600
58XWGx7KNNkKneHdprcprX,0.482,0.617,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,252493
54bm2e3tk8cliUz3VSdCPZ,0.539,0.828,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,515387
0PdM2a6oIjqepoEfcJo0RO,0.267,0.953,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,267307
2cc9k15AifO7RfxxuEExkS,0.535,0.967,-4.082,1,0.0678,0.000885,0.0181,0.233,0.353,110.975,291307
0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707
40GS2O35HIqhOVCFZZTfFF,0.334,0.854,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,397768
7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183
2ZS0wDcdfrJPC86u5aJGo9,0.577,0.676,-11.931,1,0.0295,0.000895,2.29e-06,0.0625,0.676,95.98,245267
01Q4wU19hamqnhNjtuvTyI,0.367,0.445,-13.615,0,0.0286,0.0478,0.00284,0.163,0.149,67.197,287400
0G21yYKMZoHa30cYVi1iA8,0.453,0.987,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,273480
4ECNtOnqzxutZkXP4TE3n3,0.451,0.962,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,323707
05RgAMGypEvqhNs5hPCbMS,0.526,0.978,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227
2PpNgmrS9mAyrkRAwn6YPq,0.512,0.947,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,256933
3D5ORNm9spaTcdRx50ksHx,0.442,0.759,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560
72hcFp4tYkd3dbNA9dZ3Pv,0.555,0.973,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642,316707
28clONjZmul6FjfO6tZQDE,0.494,0.933,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867
3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333
2C0hJUVjp7FSchyhYiceJq,0.395,0.777,-5.848,1,0.0334,0.097,5.52e-06,0.197,0.12,75.575,239080
4zdPLFy9zM2MPnUAfEks5j,0.706,0.469,-7.575,1,0.0415,0.195,0.144,0.0369,0.197,125.002,283716
5CMjjywI0eZMixPeqNd75R,0.832,0.659,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893
1olNHIIVl4EVwIEPGYIR7G,0.683,0.537,-6.945,0,0.0878,0.0619,1.01e-05,0.247,0.153,145.089,338413
0Q74vFnksX7lUe8bhm5tGD,0.746,0.773,-7.34,1,0.145,0.14,2.47e-06,0.696,0.781,63.523,225000
2qTDX9vvhc4oQWqGCsFf5p,0.693,0.719,-5.134,0,0.0578,0.000841,0.000829,0.0705,0.412,118.134,275619
1HK6gMHUJyIhaNGmM46wvq,0.412,0.68,-4.099,0,0.144,0.374,0.0,0.101,0.347,85.963,359800
3FtYbEfBqAlGO46NUDQSAt,0.763,0.803,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640
0bdbXNbIRClzywgD6UIPlw,0.453,0.85,-4.776,0,0.0541,0.00585,1.61e-06,0.213,0.418,140.05,233082
1XvHiCTd0MDb16S8bQNl74,0.546,0.796,-3.263,1,0.0639,0.0909,2.73e-05,0.19,0.254,142.123,299613
6OsptvYWvwpqdq0YZUtfGY,0.748,0.591,-10.413,1,0.134,0.0155,0.825,0.0918,0.612,123.999,371536
08PDXzaWUuFRzlgJ6IG67V,0.538,0.525,-9.622,0,0.0577,0.132,0.0381,0.114,0.337,179.914,213733
0xJtHBdhpdLuClaSQYddI4,0.387,0.298,-8.797,1,0.049,0.96,0.00397,0.117,0.18,87.571,200939
1odExI7RdWc4BT515LTAwj,0.508,0.43,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,212954
5eTaQYBE1yrActixMAeLcZ,0.636,0.869,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,186496
6AQbmUe0Qwf5PZnt4HmTXv,0.696,0.809,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013
4DHcnVTT87F0zZhRPYmZ3B,0.707,0.681,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455
1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,153947
26b3oVLrRUaaybJulow9kz,0.573,0.422,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,184791
3W5KHP0Yr56ejVDns9vci3,0.678,0.48,-3.607,1,0.0298,0.588,0.0,0.0954,0.49,107.934,210880
5mHdCZtVyb4DcJw8799hZp,0.538,0.742,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373
77pua2X39tuxybaLfH781g,0.533,0.694,-3.838,0,0.393,0.0626,0.0,0.307,0.249,81.319,230243
0V3wPSX9ygBnCm8psDIegu,0.637,0.643,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690
1s7oOCT8vauUh01PbJD6ps,0.799,0.802,-5.196,1,0.0371,0.429,0.00128,0.171,0.811,107.008,239318
4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
7FbrGaHYVDmfr7KoLIZnQ7,0.783,0.592,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253
7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387
4hy7qTxsnyZUZoqo5RtaYq,0.777,0.526,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,194849
2L9N0zZnd37dwF0clgxMGI,0.516,0.322,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888
2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,221520
6maTPqynTmrkWIralgGaoP,0.898,0.732,-3.982,1,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,142759
7aRCf5cLOFN1U7kvtChY1G,0.817,0.44,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113
1UPHCP5YeVfele4DMbdGyi,0.737,0.899,-3.189,0,0.0556,0.0329,0.0,0.186,0.358,125.992,201146
71JW11U2IpJQBRicrFUzMZ,0.729,0.805,-7.087,1,0.0682,0.174,0.0,0.318,0.776,101.056,167228
3neYAjvKDOfvBUpIgReOkC,0.714,0.492,-8.252,0,0.209,0.566,0.0,0.325,0.557,118.987,197043
0twnZu2JhBywPQBOX92gSl,0.575,0.561,-8.065,0,0.253,0.103,0.0,0.102,0.901,101.423,143451
0JFhEbH1Ij9BIrO800IEIK,0.681,0.493,-7.218,1,0.0311,0.524,0.0,0.0689,0.616,95.736,191093
0Mo3Jmq9uU1QJyhZu4DkR5,0.841,0.541,-7.567,0,0.0425,0.162,2.59e-05,0.0568,0.813,140.039,163254
4DHcnVTT87F0zZhRPYmZ3B,0.707,0.681,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455
4EKSw9Jzun2WFvjm2HU58X,0.686,0.779,-5.907,1,0.0316,0.0636,5.42e-06,0.383,0.557,75.0,198659
4b3TPBACVaPpXbh9afJwiG,0.815,0.761,-4.402,1,0.129,0.0658,0.0,0.0836,0.824,143.173,176710
6ImP4OQ986Bed0EL3XOlFo,0.533,0.693,-5.646,0,0.038,0.343,1.32e-06,0.428,0.302,85.294,200500
1odExI7RdWc4BT515LTAwj,0.508,0.43,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,212954
0BGEImCBesJKIm5kZ0fOkH,0.667,0.671,-6.097,1,0.0466,0.178,0.0,0.19,0.493,145.975,182816
2MDw2DwUDTAhexLMREWsYW,0.636,0.557,-6.086,1,0.21,0.304,2.39e-05,0.24,0.263,74.792,159886
5PIiJ3kodpPftCM6alodDE,0.67,0.727,-5.311,1,0.323,0.239,0.0,0.358,0.695,101.709,176430
5eTaQYBE1yrActixMAeLcZ,0.636,0.869,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,186496
5jcsj5jqLoZoi8XKxe23Vh,0.654,0.712,-5.73,0,0.221,0.1,1.97e-06,0.28,0.541,159.977,167040
5w40ZYhbBMAlHYNDaVJIUu,0.498,0.897,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,184013
63Dymm6U4WHLRy87e8GBbo,0.789,0.703,-7.401,1,0.367,0.0448,0.0,0.14,0.482,112.025,140089
3HkAJYKTQ8D2MXbbu5N8XH,0.694,0.646,-6.769,0,0.064,0.0819,4.17e-06,0.0871,0.433,145.222,113991
1qy2BuZzSU0JHnGqWRwV3N,0.468,0.721,-4.854,0,0.0294,0.0557,0.00115,0.117,0.219,136.977,201480
26b3oVLrRUaaybJulow9kz,0.573,0.422,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,184791
0zY2rypOdM8xmsf4tUyafF,0.725,0.743,-4.185,0,0.148,0.256,0.0,0.0934,0.542,87.979,139091
4rKQ8daoK0aklVptea8A9E,0.801,0.801,-5.369,1,0.1,0.406,0.0,0.134,0.663,110.029,188088
609E1JCInJncactoMmkDon,0.768,0.644,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,194543
51FvjPEGKq2zByeeEQ43V9,0.775,0.677,-4.703,0,0.0442,0.0313,0.00517,0.112,0.698,124.011,189357
4aJzxp3gimtAdgJn3DL776,0.796,0.701,-3.599,0,0.0447,0.215,0.0,0.0946,0.325,119.986,220600
0DWdj2oZMBFSzRsi2Cvfzf,0.72,0.63,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,199440
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,-4.79,1,0.159,0.145,0.0,0.12,0.672,100.065,195987
4FAKtPVycI4DxoOHC01YqD,0.783,0.729,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,216148
20CozgjF6bshBw8cLhN23B,0.802,0.728,-6.456,0,0.0533,0.0233,0.0,0.119,0.782,121.92,202185
7MVIfkyzuUmQ716j8U7yGR,0.838,0.708,-4.668,0,0.166,0.176,0.0,0.343,0.96,119.984,128677
7lrMkztvl0MnRSB2i3KRRe,0.795,0.889,-5.216,0,0.0902,0.053,0.000237,0.113,0.421,122.023,158484
0Sfn2TYbpQtCGMBf6C0Y6T,0.793,0.736,-3.254,0,0.0469,0.0822,0.0,0.109,0.656,112.993,237525
04ndZkbKGthTgYSv3xS7en,0.913,0.584,-5.263,1,0.223,0.521,5.36e-05,0.307,0.627,119.873,174370
3qXZqXGniqNt3PK2CBSZgM,0.469,0.639,-5.381,0,0.32,0.564,0.0,0.11,0.534,172.37,240000
7q1KFoWUNYudhKW8RYJFsZ,0.767,0.701,-5.458,0,0.106,0.335,0.0,0.285,0.675,125.948,220000
1DxEbt6OSbrkRthk6pjZue,0.838,0.79,-1.602,0,0.108,0.431,3.33e-06,0.184,0.962,92.927,161452
0Iozrbed8spxoBnmtBMshO,0.724,0.631,-4.42,0,0.0686,0.249,0.0,0.213,0.957,176.076,160909
4WiQA1AGWHFvaxBU6bHghs,0.751,0.761,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,151325
3tt9i3Hhzq84dPS8H7iSiJ,0.835,0.679,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638
